StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,consent_q,att1,att2,Q88_First Click,Q88_Last Click,Q88_Page Submit,Q88_Click Count,Q84_First Click,Q84_Last Click,Q84_Page Submit,Q84_Click Count,vA_sue_AV_1,vB_sue_AV_1,defective_AV_1,negligence_AV_1,counterfactual_AV_1,capability_AV_1,fault_AV_1,Q87_First Click,Q87_Last Click,Q87_Page Submit,Q87_Click Count,Q82_First Click,Q82_Last Click,Q82_Page Submit,Q82_Click Count,vA_sue_1,vB_sue_1,defective_1,negligence_1,counterfactual_1,capability_1,fault_1,superhuman_1,comp1,comp_accident,punish_1_1,punish_2_1,punish_3_1,punish_4_1,punish_5_1,punish_6_1,punish_7_1,punish_8_1,punish_9_1,punish_10_1,punish_11_1,punish_12_1,punish_13_1,punish_14_1,punish_15_1,ai_familiarity_1,liab_familiarity_1,gender,gender_4_TEXT,age,edu,edu_8_TEXT,FL_4_DO,questions_1_AV_DO,questions_2_AV_DO,questions_1_DO,questions_2_DO,scales_DO
2022-05-23 14:06:27,2022-05-23 14:06:48,0,50.5.8.249,100,20,1,2022-05-23 14:06:48,R_3MDm8518XEWUO05,,,,,39.1642,-84.2356,anonymous,EN,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-23 14:03:27,2022-05-23 14:06:49,0,74.79.79.37,100,201,1,2022-05-23 14:06:49,R_RJL0b6pFyGUPACl,,,,,43.1061,-75.2336,anonymous,EN,1,2,2,0,0,17.298,0,0,0,11.624,0,85,31,31,33,67,78,77,,,,,,,,,,,,,,,,83,1,1,80,79,77,81,79,69,75,80,28,79,75,75,76,92,75,81,20,2,,45,4,,FL_39,Q116|negligence_AV|defective_AV|vA_sue_AV|vB_sue_AV,Q122|fault_AV|counterfactual_AV|capability_AV,,,Q117|punish_9|punish_14|punish_4|punish_1|punish_8|punish_15|punish_13|punish_5|punish_12|punish_3|punish_6|punish_7|punish_11|punish_10|punish_2
2022-05-23 14:03:18,2022-05-23 14:06:50,0,98.28.105.17,100,211,1,2022-05-23 14:06:50,R_XZnHyzt726jj7Hz,,,,,41.1236,-83.1819,anonymous,EN,1,2,2,,,,,,,,,,,,,,,,0,0,12.847,0,0,0,12.724,0,100,0,0,0,0,0,0,27,,1,19,42,26,59,81,58,82,41,0,41,45,45,64,71,28,0,0,2,,25,2,,FL_40,,,Q90|negligence|defective|vA_sue|vB_sue,Q71|counterfactual|capability|fault,Q117|punish_6|punish_8|punish_13|punish_11|punish_14|punish_5|punish_1|punish_15|punish_4|punish_2|punish_12|punish_10|punish_9|punish_3|punish_7
2022-05-23 14:06:58,2022-05-23 14:07:16,0,71.8.76.2,100,18,1,2022-05-23 14:07:17,R_1iqhp43bQdXZdnE,,,,,33.2663,-86.902,anonymous,EN,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-23 14:07:00,2022-05-23 14:07:17,0,74.129.121.9,100,16,1,2022-05-23 14:07:17,R_2D0rtZzdbrDUsz3,,,,,38.1081,-87.5256,anonymous,EN,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-23 14:04:17,2022-05-23 14:07:46,0,70.63.186.210,100,208,1,2022-05-23 14:07:47,R_1ImE6fTEl4pu59K,,,,,34.9541,-78.7395,anonymous,EN,1,2,2,,,,,,,,,,,,,,,,2.175,18.95,20.379,2,0,0,11.051,0,100,10,11,0,0,0,0,91,,1,40,61,41,34,71,35,30,42,32,28,41,65,23,59,21,26,62,1,,27,3,,FL_40,,,Q90|negligence|defective|vA_sue|vB_sue,Q71|capability|counterfactual|fault,Q117|punish_10|punish_5|punish_3|punish_4|punish_12|punish_6|punish_7|punish_8|punish_2|punish_9|punish_15|punish_14|punish_1|punish_13|punish_11
2022-05-23 14:04:15,2022-05-23 14:07:59,0,75.178.21.79,100,223,1,2022-05-23 14:07:59,R_268ukaHwbhbWFce,,,,,34.9879,-79.2169,anonymous,EN,1,2,2,,,,,,,,,,,,,,,,0,0,13.261,0,0,0,12.137,0,88,17,15,6,84,14,50,85,,1,68,71,74,27,27,22,68,18,68,23,22,72,58,74,25,63,26,1,,34,5,,FL_40,,,Q90|vB_sue|negligence|vA_sue|defective,Q71|fault|counterfactual|capability,Q117|punish_6|punish_8|punish_13|punish_9|punish_3|punish_4|punish_15|punish_11|punish_12|punish_5|punish_1|punish_2|punish_14|punish_10|punish_7
2022-05-23 14:05:20,2022-05-23 14:08:52,0,24.94.94.209,100,212,1,2022-05-23 14:08:52,R_4IVVrf5OsdZbF4d,,,,,21.2817,-157.825,anonymous,EN,1,2,2,,,,,,,,,,,,,,,,0,0,16.794,0,0,0,11.44,0,79,29,29,19,40,30,60,70,1,1,40,30,50,70,55,45,71,50,39,41,70,38,45,60,55,31,60,1,,39,3,,FL_40,,,Q90|vA_sue|defective|negligence|vB_sue,Q71|counterfactual|capability|fault,Q117|punish_12|punish_7|punish_5|punish_6|punish_15|punish_14|punish_2|punish_11|punish_9|punish_10|punish_3|punish_8|punish_4|punish_13|punish_1
2022-05-23 14:04:38,2022-05-23 14:09:20,0,50.86.249.108,100,282,1,2022-05-23 14:09:20,R_bIMWR6mmxWgOeR3,,,,,31.3145,-89.3788,anonymous,EN,1,2,2,0,0,22.289,0,0,0,10.989,0,75,4,29,16,60,35,50,,,,,,,,,,,,,,,,90,1,1,0,70,50,0,100,50,90,50,71,50,50,19,50,80,20,0,0,2,,33,4,,FL_39,Q116|vB_sue_AV|negligence_AV|vA_sue_AV|defective_AV,Q122|capability_AV|counterfactual_AV|fault_AV,,,Q117|punish_7|punish_15|punish_4|punish_3|punish_14|punish_9|punish_1|punish_11|punish_2|punish_8|punish_5|punish_6|punish_10|punish_12|punish_13
2022-05-23 14:05:49,2022-05-23 14:09:32,0,75.42.36.28,100,223,1,2022-05-23 14:09:32,R_3O6cIkH3g1eaJ6j,,,,,32.7192,-97.4505,anonymous,EN,1,2,2,,,,,,,,,,,,,,,,0,0,12.413,0,0,0,12.161,0,100,72,0,0,0,0,100,100,,1,90,100,100,85,100,50,100,100,0,100,100,100,0,100,50,0,0,1,,40,4,,FL_40,,,Q90|negligence|vA_sue|defective|vB_sue,Q71|capability|counterfactual|fault,Q117|punish_3|punish_14|punish_1|punish_13|punish_2|punish_9|punish_11|punish_15|punish_12|punish_4|punish_7|punish_5|punish_8|punish_10|punish_6
2022-05-23 14:05:24,2022-05-23 14:09:56,0,173.242.140.10,100,271,1,2022-05-23 14:09:56,R_3FPtApaibKgW4LC,,,,,37.8976,-86.2175,anonymous,EN,1,2,2,0,0,13.176,0,0,0,12.996,0,100,16,5,0,50,50,81,,,,,,,,,,,,,,,,100,1,1,50,50,12,50,100,50,90,50,8,6,92,15,50,93,79,50,71,2,,29,3,,FL_39,Q116|vB_sue_AV|defective_AV|negligence_AV|vA_sue_AV,Q122|fault_AV|capability_AV|counterfactual_AV,,,Q117|punish_12|punish_15|punish_4|punish_7|punish_8|punish_14|punish_10|punish_11|punish_9|punish_13|punish_3|punish_2|punish_6|punish_1|punish_5
2022-05-23 14:06:22,2022-05-23 14:10:18,0,65.78.109.183,100,236,1,2022-05-23 14:10:18,R_25RA9IQvsRoEYuW,,,,,40.5995,-75.3763,anonymous,EN,1,2,2,0,0,24.896,0,0,0,11.982,0,93,8,12,8,17,18,65,,,,,,,,,,,,,,,,100,1,1,5,0,0,0,99,7,94,26,0,0,88,0,63,77,56,58,29,1,,44,6,,FL_39,Q116|vB_sue_AV|defective_AV|vA_sue_AV|negligence_AV,Q122|counterfactual_AV|fault_AV|capability_AV,,,Q117|punish_13|punish_12|punish_14|punish_1|punish_7|punish_11|punish_15|punish_6|punish_3|punish_9|punish_4|punish_10|punish_2|punish_5|punish_8
2022-05-23 14:05:22,2022-05-23 14:10:39,0,172.56.16.147,100,316,1,2022-05-23 14:10:39,R_2WD4QgyYZzy3nTh,,,,,34.0251,-118.1556,anonymous,EN,1,2,2,0,0,19.735,0,0,0,11.302,0,100,0,0,0,0,0,74,,,,,,,,,,,,,,,,100,1,1,100,100,100,60,100,100,100,100,100,100,100,100,100,60,0,40,40,1,,28,4,,FL_39,Q116|vB_sue_AV|negligence_AV|vA_sue_AV|defective_AV,Q122|fault_AV|capability_AV|counterfactual_AV,,,Q117|punish_12|punish_3|punish_7|punish_9|punish_1|punish_5|punish_15|punish_2|punish_10|punish_8|punish_11|punish_13|punish_4|punish_6|punish_14
2022-05-23 14:04:40,2022-05-23 14:10:45,0,155.186.224.50,100,364,1,2022-05-23 14:10:45,R_3dMTY2GJCUYak14,,,,,33.3708,-84.8154,anonymous,EN,1,2,2,0,0,32.903,0,0,0,18.628,0,100,0,0,100,0,0,50,,,,,,,,,,,,,,,,100,1,1,85,100,86,100,100,100,100,93,83,83,73,100,50,100,50,4,8,2,,44,3,,FL_39,Q116|defective_AV|negligence_AV|vB_sue_AV|vA_sue_AV,Q122|capability_AV|fault_AV|counterfactual_AV,,,Q117|punish_11|punish_9|punish_5|punish_4|punish_1|punish_15|punish_14|punish_6|punish_13|punish_3|punish_10|punish_7|punish_2|punish_8|punish_12
2022-05-23 14:05:46,2022-05-23 14:10:59,0,72.193.68.167,100,313,1,2022-05-23 14:10:59,R_2agI7ZEc4ajNcCl,,,,,36.129,-115.2765,anonymous,EN,1,2,2,,,,,,,,,,,,,,,,0,0,13.115,0,0,0,12.451,0,100,15,5,10,5,90,90,100,,1,10,10,75,50,90,90,100,60,100,40,30,85,20,30,80,10,0,1,,46,3,,FL_40,,,Q90|vB_sue|vA_sue|negligence|defective,Q71|fault|capability|counterfactual,Q117|punish_4|punish_12|punish_2|punish_11|punish_13|punish_15|punish_3|punish_7|punish_1|punish_6|punish_10|punish_8|punish_14|punish_9|punish_5
2022-05-23 14:06:12,2022-05-23 14:11:01,0,24.236.126.54,100,288,1,2022-05-23 14:11:01,R_OJszLWiR82exC7v,,,,,32.8215,-80.0568,anonymous,EN,1,2,2,,,,,,,,,,,,,,,,16.221,16.221,21.605,1,0,0,11.093,0,100,0,0,100,85,100,100,100,,1,11,10,0,11,67,24,15,10,0,27,0,9,29,15,0,20,0,1,,40,5,,FL_40,,,Q90|vA_sue|defective|negligence|vB_sue,Q71|counterfactual|capability|fault,Q117|punish_12|punish_1|punish_13|punish_10|punish_15|punish_9|punish_6|punish_2|punish_4|punish_5|punish_14|punish_7|punish_8|punish_11|punish_3
2022-05-23 14:05:43,2022-05-23 14:11:13,0,72.94.35.251,100,329,1,2022-05-23 14:11:13,R_3HUgceLUwRdBYaO,,,,,40.183,-74.911,anonymous,EN,1,2,2,0,0,33.927,0,0,0,12.227,0,100,0,19,0,43,20,50,,,,,,,,,,,,,,,,73,1,1,50,100,100,64,100,75,100,100,50,39,36,50,81,61,36,60,50,2,,29,4,,FL_39,Q116|negligence_AV|vB_sue_AV|vA_sue_AV|defective_AV,Q122|fault_AV|counterfactual_AV|capability_AV,,,Q117|punish_9|punish_1|punish_14|punish_6|punish_4|punish_8|punish_5|punish_2|punish_15|punish_12|punish_7|punish_10|punish_3|punish_11|punish_13
2022-05-23 14:04:18,2022-05-23 14:11:14,0,70.163.200.63,100,415,1,2022-05-23 14:11:14,R_10AaX0EN9BG64aU,,,,,33.5658,-112.1724,anonymous,EN,1,2,2,0,0,46.415,0,0,0,11.133,0,100,0,0,0,10,10,50,,,,,,,,,,,,,,,,70,1,1,50,0,15,50,70,40,75,45,30,10,60,50,30,40,20,15,0,2,,34,3,,FL_39,Q116|negligence_AV|vB_sue_AV|vA_sue_AV|defective_AV,Q122|counterfactual_AV|capability_AV|fault_AV,,,Q117|punish_4|punish_6|punish_14|punish_13|punish_15|punish_11|punish_2|punish_5|punish_12|punish_7|punish_8|punish_3|punish_10|punish_1|punish_9
2022-05-23 14:04:25,2022-05-23 14:11:40,0,73.28.132.137,100,435,1,2022-05-23 14:11:41,R_1pSWaqC6QJQxiu7,,,,,27.24,-82.4755,anonymous,EN,1,2,2,13.586,37.809,39.162,2,17.597,17.597,19.339,1,100,0,0,0,85,50,100,,,,,,,,,,,,,,,,100,1,1,25,100,23,100,100,50,100,100,85,30,100,0,100,3,0,76,0,2,,69,5,,FL_39,Q116|negligence_AV|vA_sue_AV|defective_AV|vB_sue_AV,Q122|fault_AV|counterfactual_AV|capability_AV,,,Q117|punish_5|punish_8|punish_1|punish_11|punish_12|punish_6|punish_3|punish_10|punish_15|punish_4|punish_7|punish_13|punish_9|punish_14|punish_2
2022-05-23 14:05:29,2022-05-23 14:11:42,0,47.186.88.137,100,372,1,2022-05-23 14:11:42,R_1DAb88MwM9m0kSI,,,,,33.0032,-96.5434,anonymous,EN,1,2,2,,,,,,,,,,,,,,,,0,0,16.3,0,0,0,11.861,0,100,0,0,0,0,10,100,100,,1,33,80,90,100,60,100,88,30,100,10,100,11,20,80,10,10,10,1,,57,4,,FL_40,,,Q90|vA_sue|defective|negligence|vB_sue,Q71|capability|fault|counterfactual,Q117|punish_4|punish_2|punish_13|punish_12|punish_11|punish_1|punish_3|punish_10|punish_5|punish_8|punish_7|punish_14|punish_15|punish_6|punish_9
2022-05-23 14:07:27,2022-05-23 14:12:18,0,72.186.77.41,100,290,1,2022-05-23 14:12:18,R_bvFxmZjN0SiZq8N,,,,,28.0699,-81.8107,anonymous,EN,1,2,2,,,,,,,,,,,,,,,,0,0,20.164,0,0,0,17.842,0,90,100,83,99,78,86,100,100,1,1,92,100,91,88,98,86,87,63,75,92,96,81,95,85,86,68,63,1,,33,5,,FL_40,,,Q90|defective|vA_sue|negligence|vB_sue,Q71|counterfactual|capability|fault,Q117|punish_12|punish_10|punish_3|punish_2|punish_7|punish_5|punish_15|punish_13|punish_1|punish_14|punish_11|punish_6|punish_9|punish_4|punish_8
2022-05-23 14:05:03,2022-05-23 14:12:35,0,97.118.141.223,100,452,1,2022-05-23 14:12:35,R_1LTL1f2FUJLBbuj,,,,,39.7628,-105.0263,anonymous,EN,1,2,2,,,,,,,,,,,,,,,,0,0,12.967,0,0,0,12.809,0,55,10,10,0,20,20,100,90,,1,0,10,10,10,60,10,100,20,10,0,60,20,20,100,10,30,10,1,,35,3,,FL_40,,,Q90|vA_sue|vB_sue|defective|negligence,Q71|fault|capability|counterfactual,Q117|punish_8|punish_4|punish_10|punish_7|punish_6|punish_9|punish_2|punish_11|punish_1|punish_5|punish_12|punish_15|punish_3|punish_13|punish_14
2022-05-23 14:05:53,2022-05-23 14:12:38,0,71.69.155.32,100,404,1,2022-05-23 14:12:39,R_2D6ckBqZfsBzSco,,,,,35.8964,-78.7115,anonymous,EN,1,2,2,0,0,21.426,0,0,0,12.822,0,100,40,60,20,100,30,100,,,,,,,,,,,,,,,,100,1,1,20,20,0,10,70,30,70,0,0,0,30,0,20,70,0,30,10,2,,54,3,,FL_39,Q116|vB_sue_AV|vA_sue_AV|defective_AV|negligence_AV,Q122|capability_AV|fault_AV|counterfactual_AV,,,Q117|punish_13|punish_3|punish_12|punish_2|punish_15|punish_1|punish_6|punish_9|punish_11|punish_4|punish_8|punish_14|punish_7|punish_5|punish_10
2022-05-23 14:04:53,2022-05-23 14:12:46,0,70.173.144.237,100,473,1,2022-05-23 14:12:47,R_1IT2OS0p7vy6xQy,,,,,35.9854,-115.1193,anonymous,EN,1,2,2,0,0,24.803,0,0,0,16.638,0,81,9,0,0,3,1,40,,,,,,,,,,,,,,,,81,1,1,28,75,81,26,81,72,90,81,29,18,31,40,20,70,59,9,8,1,,43,4,,FL_39,Q116|vB_sue_AV|vA_sue_AV|negligence_AV|defective_AV,Q122|counterfactual_AV|capability_AV|fault_AV,,,Q117|punish_15|punish_3|punish_5|punish_14|punish_4|punish_10|punish_7|punish_6|punish_11|punish_8|punish_9|punish_13|punish_1|punish_12|punish_2
2022-05-23 14:06:08,2022-05-23 14:12:47,0,75.42.234.228,100,399,1,2022-05-23 14:12:48,R_1nZoiOpuyWqLh9n,,,,,34.6537,-99.3252,anonymous,EN,1,2,2,,,,,,,,,,,,,,,,0,0,26.106,0,0,0,18.508,0,100,0,0,0,0,0,80,100,,1,80,75,100,100,100,0,100,100,75,60,100,100,30,80,0,0,0,2,,60,3,,FL_40,,,Q90|defective|negligence|vB_sue|vA_sue,Q71|counterfactual|fault|capability,Q117|punish_12|punish_7|punish_8|punish_2|punish_6|punish_13|punish_11|punish_4|punish_14|punish_3|punish_9|punish_5|punish_15|punish_10|punish_1
2022-05-23 14:06:30,2022-05-23 14:12:55,0,155.193.67.160,100,385,1,2022-05-23 14:12:55,R_xG9gvuqYjpWGHAJ,,,,,40.7513,-73.8244,anonymous,EN,1,2,2,0,0,28.989,0,0,0,15.879,0,100,24,75,69,10,84,68,,,,,,,,,,,,,,,,100,1,1,18,3,32,23,85,10,77,31,0,5,0,50,79,0,0,78,50,2,,57,5,,FL_39,Q116|negligence_AV|defective_AV|vA_sue_AV|vB_sue_AV,Q122|counterfactual_AV|fault_AV|capability_AV,,,Q117|punish_1|punish_12|punish_10|punish_3|punish_15|punish_14|punish_11|punish_2|punish_9|punish_6|punish_7|punish_8|punish_13|punish_5|punish_4
2022-05-23 14:05:41,2022-05-23 14:13:00,0,98.34.126.171,100,439,1,2022-05-23 14:13:00,R_2w15dULvPjdsNde,,,,,41.5412,-88.0546,anonymous,EN,1,2,2,0,0,26.391,0,0,0,19.518,0,100,0,0,0,10,0,71,,,,,,,,,,,,,,,,51,1,1,63,78,62,67,100,52,68,50,50,50,74,88,73,71,70,5,0,2,,36,2,,FL_39,Q116|vA_sue_AV|negligence_AV|vB_sue_AV|defective_AV,Q122|capability_AV|fault_AV|counterfactual_AV,,,Q117|punish_3|punish_13|punish_12|punish_4|punish_15|punish_6|punish_8|punish_5|punish_7|punish_10|punish_11|punish_14|punish_2|punish_9|punish_1
2022-05-23 14:07:31,2022-05-23 14:13:02,0,68.64.113.137,100,331,1,2022-05-23 14:13:03,R_qUQ5SbD5McuLqff,,,,,37.3322,-82.9783,anonymous,EN,1,2,2,0,0,13.348,0,0,0,16.003,0,100,0,0,0,77,79,100,,,,,,,,,,,,,,,,100,1,1,76,74,100,71,100,85,100,100,84,71,78,50,61,91,66,0,0,1,,36,1,,FL_39,Q116|vB_sue_AV|negligence_AV|defective_AV|vA_sue_AV,Q122|fault_AV|counterfactual_AV|capability_AV,,,Q117|punish_9|punish_6|punish_5|punish_8|punish_7|punish_3|punish_12|punish_11|punish_13|punish_4|punish_2|punish_14|punish_10|punish_15|punish_1
2022-05-23 14:07:23,2022-05-23 14:13:05,0,75.4.63.30,100,341,1,2022-05-23 14:13:06,R_2y8ZOYAyBs4ONYB,,,,,36.7586,-83.3532,anonymous,EN,1,2,2,0,0,46.125,0,0,0,12.012,0,100,1,2,0,67,18,62,,,,,,,,,,,,,,,,57,1,1,22,76,37,42,87,34,68,60,69,38,60,62,36,34,2,30,13,2,,34,4,,FL_39,Q116|vA_sue_AV|defective_AV|negligence_AV|vB_sue_AV,Q122|counterfactual_AV|capability_AV|fault_AV,,,Q117|punish_12|punish_3|punish_10|punish_7|punish_6|punish_2|punish_9|punish_14|punish_1|punish_11|punish_13|punish_5|punish_15|punish_8|punish_4
2022-05-23 14:08:29,2022-05-23 14:13:31,0,71.214.8.184,100,301,1,2022-05-23 14:13:32,R_2rpVZO7NrM7NWcy,,,,,28.5274,-81.6012,anonymous,EN,1,2,2,,,,,,,,,,,,,,,,4.666,4.666,20.437,1,0,0,11.933,0,100,0,0,0,0,20,80,100,,1,90,100,100,100,100,100,100,80,30,70,95,75,80,100,100,0,0,1,,44,4,,FL_40,,,Q90|vB_sue|negligence|defective|vA_sue,Q71|counterfactual|fault|capability,Q117|punish_3|punish_4|punish_2|punish_9|punish_11|punish_6|punish_1|punish_5|punish_14|punish_7|punish_15|punish_12|punish_13|punish_10|punish_8
2022-05-23 14:07:10,2022-05-23 14:13:38,0,68.39.238.227,100,387,1,2022-05-23 14:13:38,R_3G8wwwMr4agNReP,,,,,41.151,-85.125,anonymous,EN,1,2,2,,,,,,,,,,,,,,,,0,0,19.205,0,0,0,11.7,0,100,0,0,0,100,0,50,100,,1,90,80,55,80,45,60,90,70,50,80,20,70,20,90,5,0,0,2,,40,4,,FL_40,,,Q90|defective|negligence|vB_sue|vA_sue,Q71|fault|counterfactual|capability,Q117|punish_2|punish_14|punish_9|punish_12|punish_3|punish_5|punish_11|punish_13|punish_4|punish_10|punish_8|punish_7|punish_15|punish_1|punish_6
2022-05-23 14:10:59,2022-05-23 14:13:51,0,50.238.174.58,100,172,1,2022-05-23 14:13:52,R_23452KDFcSTzPdN,,,,,42.8984,-85.7223,anonymous,EN,1,2,2,0,0,12.83,0,2.737,2.737,11.282,1,97,0,5,0,35,18,37,,,,,,,,,,,,,,,,81,1,1,53,62,72,14,78,50,66,65,64,59,66,74,27,68,11,20,13,1,,20,4,,FL_39,Q116|defective_AV|vA_sue_AV|vB_sue_AV|negligence_AV,Q122|capability_AV|counterfactual_AV|fault_AV,,,Q117|punish_7|punish_12|punish_10|punish_5|punish_2|punish_11|punish_4|punish_14|punish_3|punish_8|punish_15|punish_9|punish_13|punish_1|punish_6
2022-05-23 14:04:29,2022-05-23 14:14:00,0,97.106.202.247,100,571,1,2022-05-23 14:14:01,R_2f25EVsLMjq9fVs,,,,,27.5595,-82.3934,anonymous,EN,1,2,2,0,0,47.599,0,0,0,14.874,0,1,87,86,96,59,88,50,,,,,,,,,,,,,,,,84,1,1,50,75,68,50,77,50,91,60,74,50,82,50,50,77,7,29,14,2,,72,2,,FL_39,Q116|vB_sue_AV|negligence_AV|vA_sue_AV|defective_AV,Q122|capability_AV|fault_AV|counterfactual_AV,,,Q117|punish_2|punish_14|punish_4|punish_8|punish_6|punish_9|punish_3|punish_11|punish_5|punish_7|punish_15|punish_10|punish_1|punish_13|punish_12
2022-05-23 14:10:06,2022-05-23 14:14:02,0,68.173.121.49,100,235,1,2022-05-23 14:14:02,R_WdqD5I3HjzCry6t,,,,,40.7099,-73.9591,anonymous,EN,1,2,2,0,0,13.805,0,0,0,12.463,0,80,61,32,80,94,92,100,,,,,,,,,,,,,,,,79,1,1,33,75,30,34,66,74,35,35,8,0,29,91,19,10,0,67,84,2,,35,4,,FL_39,Q116|vA_sue_AV|vB_sue_AV|defective_AV|negligence_AV,Q122|capability_AV|fault_AV|counterfactual_AV,,,Q117|punish_11|punish_7|punish_10|punish_5|punish_12|punish_4|punish_14|punish_13|punish_6|punish_1|punish_15|punish_8|punish_2|punish_3|punish_9
2022-05-23 14:04:50,2022-05-23 14:14:10,0,66.21.49.130,100,560,1,2022-05-23 14:14:10,R_RdV5tx7CVq3k67D,,,,,36.3066,-86.6101,anonymous,EN,1,2,2,,,,,,,,,,,,,,,,0,0,33.481,0,13.848,13.848,14.277,1,100,0,0,0,0,0,42,53,,1,33,92,82,83,100,76,79,87,100,51,47,85,22,72,65,31,18,2,,60,3,,FL_40,,,Q90|negligence|vA_sue|defective|vB_sue,Q71|fault|capability|counterfactual,Q117|punish_5|punish_13|punish_2|punish_7|punish_3|punish_11|punish_9|punish_8|punish_1|punish_15|punish_10|punish_12|punish_6|punish_4|punish_14
2022-05-23 14:07:41,2022-05-23 14:14:26,0,172.113.105.149,100,405,1,2022-05-23 14:14:26,R_3EJRfI9145FUsCF,,,,,33.9168,-118.3432,anonymous,EN,1,2,2,0,0,35.674,0,0,0,15.728,0,50,70,72,80,20,47,64,,,,,,,,,,,,,,,,83,1,1,86,81,18,78,98,3,87,88,49,45,69,90,4,83,40,4,3,1,,33,1,,FL_39,Q116|defective_AV|vB_sue_AV|negligence_AV|vA_sue_AV,Q122|capability_AV|fault_AV|counterfactual_AV,,,Q117|punish_15|punish_5|punish_10|punish_1|punish_3|punish_13|punish_6|punish_7|punish_9|punish_4|punish_8|punish_11|punish_2|punish_14|punish_12
2022-05-23 14:07:33,2022-05-23 14:14:34,0,24.117.84.165,100,420,1,2022-05-23 14:14:34,R_eG5TMc3zxesRnxf,,,,,42.5231,-96.396,anonymous,EN,1,2,2,,,,,,,,,,,,,,,,47.237,47.237,80.012,1,0,0,29.831,0,100,0,0,0,0,70,50,50,,1,50,20,60,10,71,62,50,8,0,4,20,30,50,0,20,61,9,2,,30,4,,FL_40,,,Q90|negligence|defective|vB_sue|vA_sue,Q71|counterfactual|fault|capability,Q117|punish_3|punish_4|punish_9|punish_15|punish_12|punish_2|punish_11|punish_14|punish_8|punish_13|punish_5|punish_6|punish_10|punish_1|punish_7
2022-05-23 14:07:37,2022-05-23 14:15:04,0,162.226.1.61,100,446,1,2022-05-23 14:15:04,R_0pItxZTC8qXi8Hn,,,,,40.8244,-81.3398,anonymous,EN,1,2,2,,,,,,,,,,,,,,,,10.956,10.956,30.716,1,22.704,22.704,23.794,1,84,43,57,69,43,33,46,85,1,1,56,72,24,33,93,55,61,71,34,84,27,84,74,54,25,13,20,2,,44,4,,FL_40,,,Q90|vB_sue|negligence|defective|vA_sue,Q71|fault|capability|counterfactual,Q117|punish_6|punish_4|punish_7|punish_14|punish_11|punish_10|punish_2|punish_12|punish_8|punish_13|punish_5|punish_1|punish_15|punish_9|punish_3
2022-05-23 14:07:20,2022-05-23 14:15:16,0,68.185.157.139,100,475,1,2022-05-23 14:15:16,R_1psSklXe1x5Cao3,,,,,32.3849,-86.2404,anonymous,EN,1,2,2,,,,,,,,,,,,,,,,4.279,23.929,42.701,3,0,0,16.931,0,100,0,0,0,0,0,0,50,,1,65,100,50,100,100,50,90,5,50,50,70,29,76,10,0,9,0,2,,36,5,,FL_40,,,Q90|vB_sue|defective|negligence|vA_sue,Q71|capability|counterfactual|fault,Q117|punish_15|punish_13|punish_3|punish_12|punish_1|punish_8|punish_11|punish_14|punish_7|punish_2|punish_4|punish_5|punish_9|punish_10|punish_6
2022-05-23 14:08:54,2022-05-23 14:15:35,0,73.232.150.78,100,400,1,2022-05-23 14:15:35,R_uqyxG5y1H82mZEJ,,,,,29.572,-95.54,anonymous,EN,1,2,2,0,0,27.252,0,0,0,11.977,0,72,9,9,9,95,40,30,,,,,,,,,,,,,,,,30,1,1,20,40,27,19,100,55,77,24,27,52,60,35,0,30,12,8,4,2,,41,7,,FL_39,Q116|vB_sue_AV|negligence_AV|defective_AV|vA_sue_AV,Q122|capability_AV|counterfactual_AV|fault_AV,,,Q117|punish_1|punish_4|punish_5|punish_15|punish_9|punish_6|punish_14|punish_13|punish_2|punish_10|punish_3|punish_11|punish_8|punish_12|punish_7
2022-05-23 14:07:19,2022-05-23 14:15:40,0,162.221.111.196,100,501,1,2022-05-23 14:15:40,R_1pnfpqjQljvsdTV,,,,,33.8769,-79.0512,anonymous,EN,1,2,2,,,,,,,,,,,,,,,,5.297,23.769,24.627,2,19.937,19.937,20.702,1,90,49,0,12,25,73,50,65,1,1,45,93,18,80,100,51,76,26,50,23,50,11,53,59,21,7,15,2,,37,3,,FL_40,,,Q90|negligence|defective|vB_sue|vA_sue,Q71|capability|fault|counterfactual,Q117|punish_13|punish_9|punish_5|punish_14|punish_8|punish_12|punish_6|punish_10|punish_2|punish_1|punish_15|punish_7|punish_3|punish_4|punish_11
